Name,Overall Quality,Total Ratings,Hot,Easiness,Department,College
"Hulet, Randy",2.2,2,Not Hot,3,Physics,Rice
"Hutchinson, John",4.7,5,Not Hot,3,Chemistry,Rice
"Iammarino, Nick",5,1,Not Hot,3,Anthropology,Rice
"James, Wise",1.1,5,Not Hot,2.4,Engineering,Rice
"Jones, Frank",4.6,9,Not Hot,2.7,Mathematics,Rice
"Hempel, John",4.5,1,Not Hot,3,Mathematics,Rice
"Henze, Matthias",4.7,3,Not Hot,3.3,Religion,Rice
"Hitchman, Theron",2.4,7,Not Hot,2.3,Mathematics,Rice
"Hopwood, William", ,0,Not Hot, ,Accounting,Rice
"Huberman, Brian",5,2,Not Hot,2,Film,Rice
"Huston, Dennis",4.6,7,Not Hot,3.3,English,Rice
"Hyde, McCay",5,1,Hot,2,Computer Science,Rice
"Jaber, Thomas",5,2,Not Hot,1.5,Music,Rice
"Johnson, Don",4,2,Not Hot,2,Engineering,Rice
"Jones, Mark",4.5,1,Not Hot,3,Political Science,Rice
"Joseph, Betty",4.5,1,Not Hot,4,English,Rice
"Kaplan, Greg",4.2,8,Hot,2.8,Theology,Rice
"Kelber, ",5,2,Not Hot,3,Religion,Rice
"Kemmer, Suzanne",2.3,3,Not Hot,3.3,Linguistics,Rice
"King, Tracy",5,1,Hot,5,Physical Ed,Rice
"Klein, Ann",1,1,Not Hot,3,Religion,Rice
"Knightly, Edward",2.8,3,Not Hot,3.3,Engineering,Rice
"Kono, Junichiro", ,0,Not Hot, ,Engineering,Rice
"Koushanfar, Farinaz",5,2,Not Hot,4,Engineering,Rice
"Kulinowski, Kristen",4.5,1,Not Hot,4,Chemistry,Rice
"Justin, Cronin",4.8,2,Not Hot,3,English,Rice
"Kauffmann, R.L.",2.3,5,Not Hot,2.2,Languages,Rice
"Kelly, Kevin", ,0,Not Hot, ,Engineering,Rice
"Kimmel, Marek",1.5,1,Not Hot,1,Mathematics,Rice
"Kirk, David",3,2,Hot,4,Music,Rice
"Knecht, Amanda",4.5,1,Not Hot,4,Mathematics,Rice
"Kolomeisky, Anatoly", ,0,Hot, ,Chemistry,Rice
"Kosterev, Anatoliy", ,0,Not Hot, ,Engineering,Rice
"Kripal, Jeffrey",4.2,6,Hot,4.7,Religion,Rice
"Kulstad, Mark",4.9,7,Not Hot,2.7,Philosophy,Rice
"Lamb, Sydney",5,1,Hot,2,Humanities,Rice
"Lane, David",3.5,7,Not Hot,3.3,Psychology,Rice
"Lapinsky, David",4.4,4,Not Hot,1.5,Chemistry,Rice
"Leeds, Ashley",4.4,7,Not Hot,3,Political Science,Rice
"Li, Haiyang",4.5,1,Not Hot,2,Business,Rice
"Logan, Jessica",5,1,Hot,4,Psychology,Rice
"Long, Elizabeth",3.5,3,Not Hot,4.7,Sociology,Rice
"Luttge, Andres",2.7,3,Hot,3,Geology,Rice
"MacKenzie, Kevin",2,1,Not Hot,1,Science,Rice
"Makdisi, Ussama",4.5,1,Hot,2,History,Rice
"Lamos, Colleen",2.6,4,Not Hot,3,English,Rice
"Lane, Mary",5,1,Hot,1,Science,Rice
"Lee, Cin-Ty",5,3,Hot,4,Geology,Rice
"Lenardic, Adrian",4.5,9,Not Hot,3.4,Geology,Rice
"Lin, Cho-Liang", ,0,Not Hot, ,Music,Rice
"Logan, Thad",4.4,7,Not Hot,3.4,English,Rice
"Ludwig, Jonathan",5,4,Hot,3.2,Languages,Rice
"Maas, Michael",2.5,1,Hot,4,History,Rice
"MacKie, Hilary",4.8,2,Not Hot,2.5,Classics,Rice
"Manca, Joseph",5,3,Not Hot,4,Art History,Rice
"Marin, Victor",4,1,Hot,1,Political Science,Rice
"Martin, William",4.9,6,Hot,2.3,Sociology,Rice
"Massoud, Yehia",3.4,5,Hot,2.8,Engineering,Rice
"Matusow, Allan",5,4,Not Hot,2.8,History,Rice
"McGill, Scott",4.6,4,Hot,2.8,Classics,Rice
"McLellan, Rex", ,0,Not Hot, ,Science,Rice
"Meade, Andrew",5,1,Hot,5,Engineering,Rice
"Merenyi, Erzsebet",4.5,1,Hot,1,Engineering,Rice
"Mitchell, Douglas",4.5,2,Not Hot,4,Languages,Rice
"Morris, Gary",4.6,7,Hot,3.7,Physics,Rice
"Martin, Lanny",4,1,Not Hot,2,Political Science,Rice
"Massey, Richard",3.8,4,Not Hot,2.5,Engineering,Rice
"Matsuda, Seiichi",2.3,9,Not Hot,2.2,Chemistry,Rice
"Mawlawi, Osama",2.9,4,Not Hot,2.5,Engineering,Rice
"McHale, Mary",3.3,5,Not Hot,2.8,Chemistry,Rice
"McNeil, Linda",1,1,Not Hot,2,Education,Rice
"Meffert, Lisa",4.5,5,Not Hot,4.4,Biology,Rice
"Michie, Helena",3.8,3,Not Hot,3,English,Rice
"Mohanram, Kartik",4.5,2,Not Hot,2.5,Engineering,Rice
"Morris, Wesley",4.2,2,Not Hot,4.5,English,Rice
"Mortensen, Karoline", ,0,Not Hot, ,Political Science,Rice
"Nagarajaiah, Satish",4.9,4,Hot,1.8,Engineering,Rice
"Nalepa, Monika", ,0,Not Hot, ,Political Science,Rice
"Nelson, Deborah",4,4,Not Hot,4.2,Languages,Rice
"Norcross, Alastair",4,7,Hot,3.9,Philosophy,Rice
"Oberlack, Uwe",3.6,4,Not Hot,2.5,Science,Rice
"Olson, John",4.8,3,Not Hot,2.3,Chemistry,Rice
"Orlandi, Nicoletta",3.5,1,Not Hot,3,Philosophy,Rice
"Parsons, Bill",4.6,7,Hot,3.7,Religion,Rice
"Patterson, Peggy",2.8,4,Not Hot,4.8,Languages,Rice
"Moulin, Herve", ,0,Not Hot, ,Economics,Rice
"Nakhleh, Luay",5,1,Not Hot,4,Computer Science,Rice
"Neagley, Linda",2.7,5,Not Hot,3.2,Art History,Rice
"NG, T. S. Eugene",4.5,1,Not Hot,3,Computer Science,Rice
"Novotny, Alma",3,1,Not Hot,3,Science,Rice
"Obodaru, Otilia",4,1,Hot,3,Business,Rice
"Orchard, Michael", ,0,Not Hot, ,Engineering,Rice
"Ostherr, Kirsten",4.3,3,Hot,4,Art History,Rice
"Patten, Robert",5,2,Not Hot,1.5,English,Rice
"Pavelescu, Elena",4.6,4,Hot,4.2,Mathematics,Rice
"Perez, J. Bernardo",4,2,Hot,4,Languages,Rice
"Perry, Tracy",5,1,Not Hot,5,Physical Ed,Rice
"Pomerantz, James",4.9,4,Hot,4.2,Psychology,Rice
"Potts, Geoff", ,0,Not Hot, ,Psychology,Rice
"Queller, David",3.5,1,Not Hot,3,Biology,Rice
"Quillen, Carol",3.5,2,Hot,2.5,History,Rice
"Ramos, Renata",3,1,Hot,1,Engineering,Rice
"Ray, Arunima", ,0,Not Hot, ,Mathematics,Rice
"Redl, Timothy",3.8,2,Hot,4,Computer Science,Rice
"Regier, Alexander", ,0,Hot, ,English,Rice
"Perkins, Rhiannon",4.2,2,Hot,4,Physical Ed,Rice
"Phillips, Scott",5,2,Not Hot,3,Sociology,Rice
"Pope, Albert",4.5,1,Not Hot,1,Architecture,Rice
"Putman, Andrew",5,1,Not Hot,2,Mathematics,Rice
"Quenemoen, Caroline",5,6,Hot,2.2,Art History,Rice
"Radigan, Judy",4,1,Hot,4,Education,Rice
"Rasmussen, Christopher",4.5,2,Not Hot,3,Mathematics,Rice
"Recknagel, Marsha",4.9,4,Hot,3.5,English,Rice
"Reed, William",3,1,Hot,4,Political Science,Rice
"Richard, Francois",5,1,Not Hot,3,Anthropology,Rice
"Richards-Kortum, Rebecca", ,0,Not Hot, ,Engineering,Rice
"Rixner, Scott",5,3,Hot,4.3,Engineering,Rice
"Sabharwai, Ashutosh", ,0,Not Hot, ,Engineering,Rice
"Sanders, Paula",2.5,1,Not Hot,2,History,Rice
"Saterbak, Ella",5,2,Not Hot,1,Science,Rice
"Savun, Burcu",3.5,2,Hot,2,Political Science,Rice
"Schnieder, David",3.9,6,Not Hot,3.2,Psychology,Rice
"Seuss, Leonard",4.5,10,Hot,3.3,Physics,Rice
"Shamoo, Yousif",4,5,Hot,2.2,Biology,Rice
"Sheinman, Hanoch",3.8,4,Not Hot,2.5,Philosophy,Rice
"Rigdon, Patricia",1.9,7,Not Hot,2,Theater,Rice
"RO, Tony",4.5,1,Hot,2,Psychology,Rice
"Salas, Marcela",3.5,1,Not Hot,2,Languages,Rice
"Sarkar, Vivek",5,2,Not Hot,5,Computer Science,Rice
"Sato, Hiroko", ,0,Not Hot, ,Languages,Rice
"Schlief, Matt",3.9,4,Not Hot,3,Theater,Rice
"Semmes, Stephen",4.5,1,Not Hot,2,Mathematics,Rice
"Shah, Gautami",5,4,Hot,3.8,Languages,Rice
"Sharp, Carwyn",4.5,3,Hot,2.7,Health Science,Rice
"Sher, George",4.1,4,Not Hot,3.8,Philosophy,Rice
"Siemann, Evan",2,3,Not Hot,2.7,Biology,Rice
"Skura, Meredith",3.2,2,Not Hot,2.5,English,Rice
"Smith, Richard",4.7,3,Hot,3,History,Rice
"Soligo, Ronald",1.6,10,Not Hot,2.4,Economics,Rice
"Stein, Robert",5,1,Hot,2,Political Science,Rice
"Stevenson, Randy",4.5,2,Hot,1.5,Political Science,Rice
"Strassmann, Diana",3.5,3,Not Hot,2.3,Women's Studies,Rice
"Sullender, Barry",4.7,3,Not Hot,3.7,Biology,Rice
"Taha, Walid",1,1,Not Hot,1,Computer Science,Rice
"Tezduyar, Tayfun E.",3.5,1,Hot,1,Engineering,Rice
"Sinclair, Bart",3.2,3,Not Hot,1.3,Engineering,Rice
"Slappey, Lisa",4.8,2,Not Hot,2.5,English,Rice
"Snow, ED",2,6,Not Hot,3,English,Rice
"Spencer, J",2.4,5,Not Hot,3,Mathematics,Rice
"Stevenson, Paul",4.5,3,Not Hot,1.7,Physics,Rice
"Stong, Richard",4.9,6,Hot,3.7,Mathematics,Rice
"Subramanian, Devika",4,2,Not Hot,2.5,Computer Science,Rice
"Swindell, Jennifer", ,0,Not Hot, ,Philosophy,Rice
"Tao, Yizhi",4,1,Hot,2,Biology,Rice
"Thompson, James",1,1,Not Hot,3,Mathematics,Rice
"Tinsley, Todd",4.8,2,Not Hot,3,Physics,Rice
"Tomson, Mason", ,0,Hot, ,Science,Rice
"Turi, Luziris", ,0,Hot, ,Languages,Rice
"Ugarcovici, Ilie",2.7,3,Not Hot,2,Mathematics,Rice
"Verm, Jane",4.8,3,Not Hot,4.7,Languages,Rice
"Warren, Joe",5,1,Hot,5,Computer Science,Rice
"Werth, Robert",5,1,Not Hot,2,Sociology,Rice
"Westphal, Sara",2.8,2,Not Hot,3,Humanities,Rice
"Wickramasekara, Sujeev",4.7,3,Not Hot,2.7,Physics,Rice
"Wilson, Rick", ,0,Not Hot, ,Political Science,Rice
"Tittel, Frank", ,0,Not Hot, ,Engineering,Rice
"Tour, J",2.5,13,Not Hot,1.5,Science,Rice
"Uecker, Wil",3.5,1,Not Hot,1,Business,Rice
"Varman, Peter",2.8,3,Not Hot,3.3,Engineering,Rice
"Walker, Matthew W", ,0,Hot, ,English,Rice
"Weisman, Bruce",2.8,4,Not Hot,3,Chemistry,Rice
"Weston, James",2.5,2,Not Hot,2.5,Economics,Rice
"Whitmire, Kenton",4.2,5,Not Hot,3.4,Science,Rice
"Wilson, Lon", ,0,Not Hot, ,Chemistry,Rice
"Winer, Rachel",3.9,7,Hot,3.1,Psychology,Rice
"Wolfe, Cary",4.2,4,Not Hot,3.2,English,Rice
"Wong, Stephen", ,0,Not Hot, ,Computer Science,Rice
"Wood, Susan",5,1,Not Hot,4,English,Rice
"Wright, Cesare", ,0,Not Hot, ,Film,Rice
"Yakobson, Boris",2.6,5,Not Hot,2.8,Engineering,Rice
"Young, James", ,0,Not Hot, ,Engineering,Rice
"Zambosco-Thomas, Elsa",2.3,3,Not Hot,3,Languages,Rice
"Zavyalova, Anastaysia",2,1,Hot,4,Business,Rice
"Zeff, Stephen",4.5,2,Not Hot,2,Accounting,Rice
"Zhang, Yin",2.1,4,Not Hot,2.8,Mathematics,Rice
"Wolfe, Joel",4.8,2,Not Hot,3,History,Rice
"Wood, Philip",3,4,Not Hot,1.5,Humanities,Rice
"Worth, David",4.7,3,Hot,2.7,Humanities,Rice
"Wysocki, Gerard", ,0,Not Hot, ,Engineering,Rice
"Yang, Changhuei", ,0,Not Hot, ,Engineering,Rice
"Yunis, Harvey", ,0,Not Hot, ,Classics,Rice
"Zammito, John",4.5,11,Not Hot,2.7,History,Rice
"Zeff, Stephen", ,0,Not Hot, ,Business,Rice
"Zhang, Julia", ,0,Not Hot, ,Sociology,Rice
"Zhong, Lin",1,1,Not Hot,4,Engineering,Rice
"Abdelkader, Deina",3.3,7,Not Hot,3.3,History,Tufts
"Abdullah, Shahnaz", ,0,Not Hot, ,Economics,Tufts
"Abedian, Behrouz",4.1,12,Not Hot,3.3,Mechanical Engineering,Tufts
"Abraham, Leah",1.5,2,Hot,2,Biology,Tufts
"Ackerman, Frank",3.8,2,Hot,3,Political Science,Tufts
"Afsar, Mohammed",2.9,13,Not Hot,4.4,Electrical Engineering,Tufts
"Agyeman, Julian",3.4,8,Hot,3,Political Science,Tufts
"Akee, Randall",2,1,Not Hot,3,Economics,Tufts
"Albader, Hessa",3.3,10,Not Hot,3.7,English,Tufts
"Ali, Mervat",3,1,Not Hot,1,Languages,Tufts
"Abdul-Aziz, Rana",4.6,19,Hot,2.4,Languages,Tufts
"Abdullah, Siddiq",3,76,Not Hot,3.2,Economics,Tufts
"Abowd, Thomas",4.6,11,Hot,2.3,Anthropology,Tufts
"Abramson, Daniel",4.5,9,Not Hot,3.3,Architecture,Tufts
"Adler, James",4.9,20,Hot,2.8,Mathematics,Tufts
"Agaian, Sos",3.3,3,Not Hot,3,Electrical & Comp. Engineering,Tufts
"Ainslie, Sophia",4.5,1,Hot,4,Studio Art,Tufts
"Akmehmet, Onur",3.8,10,Not Hot,2.8,Economics,Tufts
"Albertini, David",3,1,Not Hot,3,Science,Tufts
"Alonso, Juan",3,12,Not Hot,3.5,Languages,Tufts
"Alves, Nuno",3,2,Hot,2,Engineering,Tufts
"Amaral, Alicia",3.5,1,Hot,4,Entrepreneurship,Tufts
"Ammons, Elizabeth",4.4,13,Not Hot,3.1,English,Tufts
"Andres, Andy",4.9,5,Hot,3,Experimental College,Tufts
"Anishchenkova, Valerie",4.6,9,Hot,2.3,Languages,Tufts
"Apostolov, Steven",4.4,5,Hot,2.8,Experimental College,Tufts
"Art, David",4.5,18,Hot,2.3,Political Science,Tufts
"Atherton, Timothy",5,2,Not Hot,2,Physics,Tufts
"Aull, Brian",5,2,Not Hot,4.5,Electrical Engineering,Tufts
"Auner, Joseph",4.6,4,Hot,3.5,Music,Tufts
"Alwan, Mohammed",4.7,10,Hot,4.3,Languages,Tufts
"Ambrogio, Olivia",4.9,4,Not Hot,4.2,Environmental Studies,Tufts
"Anderson, Kevin",3.2,4,Hot,4.2,Anthropology,Tufts
"Angier, Roswell",4.1,7,Hot,2.4,Fine Arts,Tufts
"Anwer, Sawkat",1.5,2,Not Hot,5,Medicine,Tufts
"Arnet, Liliane",3.5,13,Not Hot,3.2,Languages,Tufts
"Ascher, Gloria",3.3,19,Not Hot,4.3,Theology,Tufts
"Atkinson, Ti-Grace",3.5,4,Not Hot,3.5,Philosophy,Tufts
"Auner, Edith",4,1,Not Hot,3,Music,Tufts
"Aymer, Paula",3.1,17,Not Hot,3.2,Social Science,Tufts
"Azzouni, Jody",4.2,2,Not Hot,2.5,Philosophy,Tufts
"Baghdiantz-Mccabe, Ina",4.1,7,Not Hot,4.1,History,Tufts
"Bailey, Stephen",3,59,Hot,2,Anthropology,Tufts
"Balbach, Edith",4.3,30,Not Hot,3.1,Social Science,Tufts
"Baleja, James",3,1,Not Hot,3,Science,Tufts
"Banai, Noit",4.3,7,Hot,1.6,Art History,Tufts
"Bartalesi-Graf, Daniela",4.9,4,Not Hot,3.2,Languages,Tufts
"Baskins, Cristelle",3.5,10,Not Hot,2.4,Fine Arts,Tufts
"Bauer, Nancy",4.6,18,Hot,3.4,Philosophy,Tufts
"Beardsley, Linda",3.1,5,Not Hot,4.4,Education,Tufts
"Baffoni-Licata, Laura",3.8,5,Not Hot,2.2,Languages,Tufts
"Bailey, Diana",3,2,Not Hot,4,Medicine,Tufts
"Baise, Laurie",4.3,11,Hot,3.4,Civil Engineering,Tufts
"Baldyga, Natalya",3,1,Not Hot,2,Theater,Tufts
"Bamber, Linda",3.5,17,Not Hot,3.2,English,Tufts
"Barlow, James",1,1,Not Hot,1,Entrepreneurship,Tufts
"Barwell, Nina",5,1,Not Hot,2,Music,Tufts
"Batchelder, Lynn",4.7,11,Not Hot,2.4,Chemistry,Tufts
"Baz, Avner",4.5,5,Hot,3.2,Philosophy,Tufts
"Beaulieu, Marie-Claire",4.8,3,Hot,3.3,Classics,Tufts
"Beckman, Carl",3.4,17,Not Hot,2.2,English,Tufts
"Belansky, Aida",2.3,14,Not Hot,3.4,Languages,Tufts
"Benner, Jacob",4.7,5,Hot,3,Science,Tufts
"Berg, Dianne",3,1,Not Hot,2,English,Tufts
"Bernheim, Harry",3.9,29,Not Hot,2.3,Science,Tufts
"Berry, Jeffrey",3.6,15,Not Hot,2.3,Political Science,Tufts
"Berte, Juliana",4.5,6,Hot,4.5,Languages,Tufts
"Bianconi, Marcelo",2.3,11,Not Hot,3.5,Economics,Tufts
"Bishara, Amahl",4.5,3,Not Hot,2.3,Anthropology,Tufts
"Blanco-Pillado, Jose",2.5,2,Hot,2.5,Physics,Tufts
"Beckwitt, Richard",3.8,4,Not Hot,4.2,Biology,Tufts
"Benes, Christian",4.7,7,Hot,3.9,Mathematics,Tufts
"Bentkover, Judith",1.6,4,Not Hot,3.2,Economics,Tufts
"Berman, Donald",4.8,2,Not Hot,4.5,Music,Tufts
"Bernstein, Jane",3.9,7,Not Hot,2.7,Music,Tufts
"Bers, Marina",3.5,1,Hot,3,Education,Tufts
"Bialosky, Danny",3,2,Not Hot,4.5,Experimental College,Tufts
"Binda, Hilary",4.8,2,Hot,2.5,English,Tufts
"Blake, Emma",3.3,3,Not Hot,3.3,Classics,Tufts
"Blotnick, Judy",3.5,1,Not Hot,4,Studio Art,Tufts
"Blumer, Anselm",2.7,8,Not Hot,3.1,Computer Science,Tufts
"Boghosian, Bruce",4.6,22,Hot,2.6,Mathematics,Tufts
"Borgers, Christoph",4.5,10,Not Hot,2.8,Mathematics,Tufts
"Bottinelli, Silvia",4,2,Not Hot,1.5,Art History,Tufts
"Bowen, Wentworth",2.6,8,Hot,3.9,English,Tufts
"Boyden, Aaron",2.2,4,Not Hot,2.5,Philosophy,Tufts
"Brenner, Brian",3.5,10,Not Hot,4.1,Civil Engineering,Tufts
"Brizuela, Barbara",2.2,4,Hot,3,Education,Tufts
"Brodley, Carla",3.5,3,Hot,2,Computer Science,Tufts
"Brown, Daniel",3.8,4,Not Hot,4,Languages,Tufts
"Bode, Patty",4.9,18,Hot,2.4,Art Education,Tufts
"Bondar, Jamie",3.7,3,Not Hot,3,English,Tufts
"Bosch, Daniel",3.1,7,Not Hot,2.6,English,Tufts
"Boudrieau, Randy",1.5,1,Not Hot,1,Medicine,Tufts
"Boyatt, Penelope",3.9,5,Not Hot,3.6,Languages,Tufts
"Bratt, Rachel",4.5,1,Not Hot,2,Political Science,Tufts
"Bright, Hazel",3.5,10,Not Hot,3.3,English,Tufts
"Brodell, Ria",4.8,2,Not Hot,4,Studio Art,Tufts
"Brown, Aaron",4.9,4,Hot,3,Mathematics,Tufts
"Brown, Drusilla",3.3,15,Not Hot,2.8,Economics,Tufts
"Brown, Lizzie",5,1,Not Hot,5,Fine Arts,Tufts
"Brown, Ronaldo", ,0,Hot, ,Child Development,Tufts
"Bullock, Peter",3.2,3,Not Hot,3.3,Science,Tufts
"Burshteyn, Mike",3,2,Not Hot,3,Women's Studies,Tufts
"Bushnell, Emily",2.8,14,Not Hot,3.1,Psychology,Tufts
"Byler, Lauren",2.2,2,Hot,3,English,Tufts
"Camara, Kathleen",3.9,7,Not Hot,4.1,Education,Tufts
"Cantor, Jay",4,15,Hot,3.5,English,Tufts
"Cao, Caroline",1.6,13,Not Hot,3.1,Engineering,Tufts
"Carleton, Greg",3.6,12,Not Hot,2.9,Languages,Tufts
"Brown, Meredith",4.5,1,Not Hot,3,Mathematics,Tufts
"Brunye, Tad",4.1,7,Hot,2.9,Psychology,Tufts
"Burke, Kelly",1,1,Not Hot,3,Engineering Chemistry,Tufts
"Burtner, Jennifer",4.4,6,Hot,2.3,Anthropology,Tufts
"Butler-Sweet, Colleen",4,1,Not Hot,5,Sociology,Tufts
"Byun, Suzie",2.5,2,Not Hot,2.5,Chemistry,Tufts
"Campana, Alessandra",3.2,6,Hot,3.8,Music,Tufts
"Cantu, Anne",3.4,20,Not Hot,2.7,Languages,Tufts
"Cao, Xiaoxue",4,2,Not Hot,3.5,Languages,Tufts
"Carlin, Michael",4,20,Not Hot,2.8,Psychology,Tufts
"Carlisle, Susan",3.8,3,Not Hot,3,English,Tufts
"Carp, Benjamin",3.1,6,Not Hot,1.8,History,Tufts
"Castellanos, Erick",4.5,2,Hot,3,Anthropology,Tufts
"Cavalier, Christine",3.3,3,Not Hot,4.3,Fine Arts,Tufts
"Cebe, Peggy",3.3,16,Not Hot,1.9,Science,Tufts
"Chabot, Joseph",2.5,2,Not Hot,1.5,Medicine,Tufts
"Chang, Remco",4.8,3,Not Hot,3.7,Computer Science,Tufts
"Charles, Dietrick",4.5,1,Not Hot,2,Languages,Tufts
"Chauncey, Krysta",2.8,5,Not Hot,2.8,Psychology,Tufts
"Chen, Donghui", ,0,Not Hot, ,Mathematics,Tufts
"Carlon, Jacqueline",3.8,12,Not Hot,2.4,Languages,Tufts
"Carter, Patrick",4.6,9,Not Hot,4,Fine Arts,Tufts
"Caterina, Gianl",2.5,1,Hot,3,Mathematics,Tufts
"Caviness, Madeline",2.7,5,Not Hot,1,Fine Arts,Tufts
"Centner, Ryan",4,3,Hot,3,Sociology,Tufts
"Chang, Chorng Hwa",4.4,8,Hot,2.9,Electrical Engineering,Tufts
"Chapra, Steven",3.7,10,Hot,2.9,Civil Engineering,Tufts
"Chase, Kerry",3.7,7,Not Hot,1.9,Political Science,Tufts
"Chechile, Richard",2.8,9,Not Hot,2.4,Psychology,Tufts
"Chen, Nien-Hsia",3.9,4,Hot,3.8,Languages,Tufts
"Chew, Frances",3.2,34,Not Hot,2,Science,Tufts
"Chow, Ming",3.2,9,Not Hot,3.2,Computer Science,Tufts
"Chudyk, Wayne",2.8,10,Not Hot,3,Civil Engineering,Tufts
"Clark, Andrew",5,5,Hot,3.8,Music,Tufts
"Cless, Downing",4,5,Not Hot,4,Theater,Tufts
"Cochrane, David",4.8,5,Hot,3,Science,Tufts
"Cohen, Carolyn",4.6,7,Not Hot,3.1,Psychology,Tufts
"Cohen, Steven",4.6,26,Not Hot,3.6,Education,Tufts
"Coleman, Lisa",3.9,14,Hot,2.4,Women's Studies,Tufts
"Conditto, Kerri",4.2,22,Hot,2.9,Languages,Tufts
"Chiang, Arthur",3.8,3,Hot,2.7,Economics,Tufts
"Christensen, Jens",4.6,4,Hot,3.8,Mathematics,Tufts
"Cimetti, Linda",5,1,Hot,2,Medicine,Tufts
"Clark, Terrell",4.4,5,Not Hot,4.6,Education,Tufts
"Clytus, Radiclani",4.4,11,Hot,2.7,English,Tufts
"Cohen, Andreea",4.1,4,Not Hot,3,Economics,Tufts
"Cohen, Larry",5,1,Not Hot,2,Civil Engineering,Tufts
"Coleman, David",4.9,4,Not Hot,4.5,Music,Tufts
"Conceison, Claire",3.8,8,Hot,2.8,Theater,Tufts
"Conklin, John",3.9,8,Not Hot,3.4,Social Science,Tufts
"Connolly, Thomas",4.9,11,Hot,2.2,Theater,Tufts
"Cowen, Lenore",2.8,13,Not Hot,2.5,Computer Science,Tufts
"Crane, Hillary",2.1,17,Not Hot,2.8,Anthropology,Tufts
"Creeden, Robert",5,1,Not Hot,3,Entrepreneurship,Tufts
"Cronin-Golomb, Mark",2.2,8,Not Hot,3,Electrical Engineering,Tufts
"Cruz, Consuelo",3.4,24,Hot,3.1,Political Science,Tufts
"Curtis, Jill",4.5,2,Not Hot,3.5,Marketing,Tufts
"Daly, Michael",4.8,5,Hot,5,Physical Ed,Tufts
"Daniels, Noah",5,1,Hot,5,Computer Science,Tufts
"Davis, George",4.5,1,Not Hot,4,Experimental College,Tufts
"Couch, Alva",4.7,16,Not Hot,1.8,Computer Science,Tufts
"Crane, Gregory",3.5,4,Hot,2.5,Classics,Tufts
"Crane, Jacob",5,1,Not Hot,4,English,Tufts
"Croissant, Carolyn",2.8,2,Not Hot,3.5,English,Tufts
"Croteau, Jennifer",4,1,Hot,3,English,Tufts
"Curtis, Heather",4,3,Hot,3,Comparative Religion,Tufts
"D'Alarcao, Marc",4.3,13,Hot,1.5,Chemistry,Tufts
"Dane, Benjamin",3.7,3,Hot,2.3,Biology,Tufts
"Dapice, David O",2.8,4,Not Hot,1.8,Economics,Tufts
"Davis, Maria-Concepcion",4.7,12,Hot,4.1,Languages,Tufts
"Dawson, Dean",4,1,Not Hot,3,Biology,Tufts
"Debold, Joseph",4.1,26,Not Hot,2.5,Psychology,Tufts
"Dehejia, Rajeev",2.7,6,Hot,2.3,Economics,Tufts
"Denby, David",4.6,36,Not Hot,3.6,Philosophy,Tufts
"Dennett, Daniel",3.4,14,Not Hot,3.1,Philosophy,Tufts
"Der Manuelian, Peter",4.7,13,Not Hot,2.6,Languages,Tufts
"Desmarais, Anne",2.6,10,Not Hot,3.2,Engineering,Tufts
"Devigne, Robert",4.1,39,Not Hot,2.7,Political Science,Tufts
"Dhingra, Pawan",4,1,Not Hot,3,Sociology,Tufts
"Dicocco, Jenna", ,0,Not Hot, ,Experimental College,Tufts
"Dean, Shawn",4.9,9,Hot,4,Physical Ed,Tufts
"Defreece, Melissa",3,1,Not Hot,5,Experimental College,Tufts
"Delaire, Anne",3.7,3,Not Hot,3.3,Languages,Tufts
"Denker, Susan",5,1,Not Hot,2,Art History,Tufts
"Der Manuelian, Lucy",2.8,7,Not Hot,2.9,Humanities,Tufts
"Derby, Jack",4.3,8,Not Hot,2.1,Entrepreneurship,Tufts
"Detwiller, Elle",5,2,Not Hot,4,French,Tufts
"Dewald, Robert",3.2,32,Not Hot,1.5,Science,Tufts
"Di Stefano, Rosanne",1.9,12,Not Hot,3.5,Physics,Tufts
"Dicorcia, Jennifer",2.8,7,Hot,2.6,Psychology,Tufts
"Dietrick, Charles",3.6,14,Not Hot,2.7,Languages,Tufts
"Digges, Deborah",4.4,6,Hot,3.2,English,Tufts
"Dobrow, Julie",3.8,3,Not Hot,4,Communication,Tufts
"Dorfmann, Luis",2.9,4,Not Hot,3.8,Civil Engineering,Tufts
"Downes, Thomas",4.2,12,Not Hot,3,Economics,Tufts
"Drachman, Virginia",3.9,12,Not Hot,3.7,History,Tufts
"Driscoll, Barbara",3,1,Not Hot,4,History,Tufts
"Duchin, Moon",4.7,10,Not Hot,2.9,Mathematics,Tufts
"Durant, John",4.3,5,Hot,2.8,Engineering,Tufts
"Easterbrooks, Ann",3.7,3,Hot,2.7,Education,Tufts
"Difiore, Amanda",3.5,1,Not Hot,5,Psychology,Tufts
"Disilvio, Patricia",4.4,4,Not Hot,3.2,Languages,Tufts
"Donahue-Keegan, Deborah",4,2,Not Hot,4,Education,Tufts
"Dow, James",5,1,Not Hot,5,Art History,Tufts
"Downing, Michael",4.8,16,Hot,3.1,English,Tufts
"Drew, Shahara",4.2,8,Hot,2.9,English,Tufts
"Driscoll, Paula",5,1,Hot,3,Political Science,Tufts
"Dunn, Kevin",4.5,4,Not Hot,3.5,English,Tufts
"Durden, Emily",3,1,Hot,3,Sociology,Tufts
"Economos, Christina",3.7,10,Hot,2.3,Science,Tufts
